已知标签	Alpha	Beta	Theta	Delta
5	14.68	8.87	18.28	31.71
5	20.21	11.03	20.05	25.44
5	14.03	10.57	19.33	27.8
5	19.35	10.21	20.73	25.88
5	16.55	11.3	18.12	26.3
5	17.17	10.93	16.5	27.49
5	17.7	14.59	20.25	27.73
5	23.41	16.71	17.91	21.59
5	20.77	14.1	19.78	25.77
5	24.09	15.02	17.87	24.7
5	21.3	14.46	20.18	23.03
5	19.89	14.76	19.07	26.08
5	13.59	18.33	16.99	31.28
5	21.6	16.17	17.11	24.46
5	16.53	14.44	18.71	29.81
5	17.82	14.17	17.7	29.24
5	18.54	13.69	20.11	26.8
5	19.13	15.13	18.6	26.95
5	17.48	14.74	19.0	27.75
5	21.35	15.21	17.98	26.48
5	24.96	15.83	15.83	24.98
5	29.1	15.0	18.26	22.19
5	23.42	14.57	19.11	24.02
5	17.84	15.71	19.23	27.37
5	18.48	15.38	18.48	28.16
5	15.92	14.03	19.57	26.91
5	18.01	15.99	19.02	26.22
5	22.63	15.74	16.93	24.64
5	17.8	14.67	19.76	25.55
5	22.3	15.79	18.12	24.95
5	17.13	16.91	20.37	25.97
5	12.82	17.67	22.82	26.86
5	22.01	15.78	16.77	25.71
5	15.65	15.27	20.31	28.63
5	15.08	17.6	21.72	25.65
5	14.47	20.45	20.63	24.55
5	20.42	15.03	17.46	27.44
5	15.3	17.35	20.69	26.68
5	21.77	18.63	12.95	28.94
5	15.74	21.31	17.32	25.72
5	17.57	15.06	18.51	26.19
5	20.92	16.93	18.89	25.23
5	19.31	15.79	19.34	26.5
5	23.29	13.6	17.9	24.81
5	23.14	15.94	17.14	23.45
5	21.83	13.43	19.54	26.63
5	20.64	13.6	20.37	25.42
5	20.56	13.45	19.49	25.79
5	18.22	13.73	22.07	26.48
5	19.32	13.04	21.35	25.94
5	15.5	13.92	23.6	26.75
5	19.09	12.79	22.57	27.48
5	17.18	13.53	23.5	28.02
5	17.06	13.74	22.76	27.77
5	15.39	12.69	27.07	27.15
5	17.1	12.45	22.65	29.95
5	9.87	14.55	13.96	33.23
5	18.66	13.23	17.28	29.59
5	15.79	13.44	21.05	28.36
5	14.57	15.8	23.19	27.29
5	15.14	14.83	19.91	29.85
5	18.27	14.09	20.78	26.92
5	17.08	14.89	21.59	26.05
5	16.83	14.73	23.14	24.47
5	20.31	14.22	19.3	25.48
5	17.15	15.24	19.51	27.15
5	17.43	13.51	21.47	28.04
5	19.33	14.22	21.02	25.02
5	21.9	13.02	17.6	20.2
5	26.28	15.91	17.48	23.53
5	19.86	16.35	20.74	23.45
5	15.91	13.05	18.92	30.47
5	17.15	13.82	17.65	27.98
5	24.99	16.7	15.93	21.61
5	16.08	15.9	20.46	24.29
5	18.42	13.77	19.3	28.28
5	15.1	13.77	20.42	26.56
5	17.89	13.58	21.22	23.72
5	18.19	14.37	21.11	25.29
5	16.34	16.75	21.41	26.12
5	18.0	14.08	22.09	25.95
5	18.56	13.41	19.2	27.09
5	15.92	13.81	20.78	27.66
5	17.85	14.42	19.46	26.15
5	19.01	15.16	22.08	24.78
5	27.46	15.2	17.56	22.06
5	21.41	13.5	18.54	26.17
5	15.11	13.71	23.74	27.32
5	15.3	11.59	16.49	31.53
5	18.73	17.25	18.39	28.02
5	19.57	13.79	20.55	27.61
5	21.81	15.22	19.86	25.31
5	16.18	16.18	20.24	27.42
5	20.3	14.48	19.14	25.44
5	24.7	14.66	18.29	24.81
5	22.93	15.32	20.49	22.84
5	22.26	15.36	17.58	26.14
5	17.42	14.35	21.82	28.91
5	18.98	13.91	19.36	28.95
5	24.23	14.88	17.28	21.11
5	21.51	16.63	16.09	26.52
5	21.39	14.5	18.52	25.93
5	25.2	14.64	17.3	24.74
5	17.46	13.92	20.87	26.73
5	17.85	12.6	21.09	28.4
5	19.6	12.66	21.91	26.16
5	19.81	11.9	20.83	27.08
5	18.71	11.6	20.62	26.45
5	16.16	12.25	20.52	29.15
5	17.74	13.67	18.55	25.88
5	18.57	13.29	17.53	27.51
5	22.54	14.88	20.76	21.5
5	19.16	12.98	19.06	27.96
5	17.18	12.42	18.77	23.43
5	16.09	12.06	21.72	28.85
5	18.94	12.34	20.59	26.24
5	17.66	13.17	20.49	26.42
5	23.58	13.62	17.8	25.09
5	22.15	16.19	12.5	15.48
5	23.02	16.59	16.77	21.93
5	16.39	17.02	15.92	26.61
5	19.4	14.86	16.92	25.95
5	19.76	15.57	18.03	26.62
5	15.17	16.51	18.4	28.17
5	15.35	14.72	19.83	30.27
5	16.01	12.94	22.85	30.3
5	15.71	15.06	23.04	27.62
5	15.66	12.93	25.13	26.54
5	17.85	13.47	25.3	25.98
5	16.29	11.82	22.78	30.62
5	16.03	11.8	23.56	29.73
5	14.75	12.78	25.11	27.33
5	17.02	12.93	24.91	27.35
5	15.82	11.41	25.94	28.92
5	15.89	12.07	25.44	30.01
5	12.85	12.73	19.39	25.39
5	15.79	13.02	21.64	27.44
5	18.79	13.32	21.88	25.24
5	19.12	13.22	19.73	26.84
5	17.82	13.45	19.52	26.83
5	17.77	13.64	21.26	25.21
5	17.03	11.91	20.56	26.56
5	18.14	13.22	23.36	24.54
5	28.03	13.69	18.3	22.83
5	19.49	14.22	21.92	25.35
5	14.78	13.91	21.39	27.94
5	17.27	13.54	20.26	29.28
5	16.66	13.01	23.19	25.0
5	17.95	14.02	21.25	27.26
5	15.91	13.35	18.32	27.77
5	15.04	12.32	19.27	29.42
5	16.54	12.91	19.94	27.96
5	17.19	16.53	18.71	27.16
5	18.76	15.09	17.31	28.19
5	15.57	15.01	17.53	29.51
5	16.56	13.62	21.19	27.03
5	17.98	14.2	20.26	27.03
5	15.09	13.08	18.22	30.29
5	15.97	12.12	23.31	27.67
5	16.87	14.01	21.9	27.92
5	17.14	12.66	23.33	28.69
5	17.22	12.4	23.53	26.41
5	16.2	13.16	21.39	27.1
5	16.08	13.33	20.3	28.05
5	15.07	12.92	23.19	28.53
5	20.98	13.99	23.21	25.23
5	23.07	14.19	21.12	23.61
5	15.6	12.46	20.11	28.69
5	17.46	14.22	18.26	27.03
5	16.05	12.58	20.92	27.52
5	17.24	11.9	19.23	27.45
5	20.81	15.4	20.56	22.07
5	16.9	13.78	21.1	26.95
5	21.64	12.93	19.94	25.61
5	17.15	14.47	20.71	26.13
5	19.39	13.05	21.24	25.51
5	16.3	12.18	15.87	26.66
5	15.89	13.03	22.96	27.52
5	17.19	11.71	19.86	28.27
5	16.81	13.13	21.41	26.71
5	13.47	12.68	19.48	27.25
5	11.57	11.77	16.56	29.8
5	13.54	14.9	15.78	27.98
5	12.21	12.38	17.17	29.22
5	11.56	11.71	15.4	30.52
5	13.74	12.95	19.23	29.37
5	15.6	15.64	15.46	28.19
5	11.84	12.84	18.69	28.71
5	15.51	14.18	18.9	27.32
5	14.44	12.9	17.95	28.64
5	15.78	15.4	17.91	23.73
5	11.01	14.1	16.69	27.68
5	12.86	14.49	17.96	30.58
5	12.11	13.77	17.65	29.77
5	14.28	13.29	19.33	26.69
5	15.05	13.1	19.92	28.58
5	16.28	11.66	20.32	27.12
5	13.7	13.05	18.85	28.7
5	12.41	13.86	18.43	30.37
5	13.66	12.13	16.09	27.59
5	13.47	10.6	15.81	27.43
5	12.47	11.13	16.26	26.93
5	11.92	11.17	16.98	26.89
5	13.95	12.18	15.28	27.42
5	13.9	13.27	18.45	29.55
5	12.99	12.05	19.35	26.95
5	14.39	12.73	17.85	27.25
5	11.35	11.21	17.65	29.63
5	11.49	11.38	15.97	30.59
5	13.06	12.06	16.57	30.48
5	12.59	11.7	18.53	28.19
5	13.13	12.25	17.99	27.05
5	18.26	12.83	21.16	28.47
5	18.45	13.54	18.78	28.46
5	17.46	14.09	18.54	26.86
5	13.89	12.23	18.76	25.51
5	12.18	11.7	16.99	32.82
5	12.22	11.21	19.08	27.73
5	13.47	14.24	16.27	29.73
5	12.8	12.12	17.09	30.46
5	14.23	13.79	18.98	27.05
5	14.15	12.35	19.42	26.86
5	12.61	14.03	18.78	28.09
5	12.57	11.95	17.31	26.76
5	14.29	13.94	16.55	28.85
5	14.1	15.43	16.24	28.49
5	11.53	12.98	18.44	31.62
5	13.21	12.29	16.58	28.13
5	10.58	10.45	15.32	28.9
5	10.61	9.92	14.93	33.73
5	11.92	12.31	16.31	28.26
5	13.0	12.61	16.82	29.27
5	17.93	15.77	16.84	24.13
5	16.82	17.7	17.11	21.97
5	24.71	17.33	14.59	19.7
5	15.06	17.92	15.46	23.77
5	23.49	15.77	14.41	23.21
5	16.43	15.21	16.57	27.28
5	20.08	17.14	15.93	20.71
5	20.68	17.07	14.23	22.4
5	14.9	16.82	16.01	24.15
5	10.98	12.72	14.72	27.08
5	11.32	11.59	16.11	27.53
5	11.75	12.92	15.21	27.71
5	12.99	12.4	14.4	27.58
5	12.16	12.0	16.0	26.9
5	13.01	13.29	16.23	26.69
5	12.79	14.06	16.18	27.35
5	13.09	12.17	16.1	28.06
5	12.95	12.54	19.11	26.3
5	12.77	10.69	18.1	27.45
5	14.14	13.32	17.71	28.07
5	12.46	13.08	14.81	26.34
5	15.14	11.52	17.37	28.12
5	13.78	11.92	17.2	28.98
5	12.9	12.5	15.92	26.88
5	11.02	11.49	17.96	32.01
5	10.71	12.91	16.21	29.25
5	9.96	9.24	14.33	27.18
5	11.94	12.35	15.91	27.38
5	12.07	12.38	16.71	28.77
5	12.35	13.02	14.81	26.33
5	13.46	11.92	16.76	30.39
5	16.2	12.94	16.72	27.4
5	15.45	12.52	17.28	27.08
5	11.53	11.88	19.08	30.11
5	11.69	11.74	19.05	28.91
5	11.95	13.24	15.56	27.41
5	11.45	12.66	16.27	29.64
5	12.08	11.75	18.09	31.19
5	10.85	11.23	18.54	32.82
5	10.75	11.52	15.05	28.39
5	12.25	11.6	15.22	26.1
5	14.25	14.43	16.52	27.76
5	12.82	13.32	17.4	27.33
5	11.55	12.65	17.0	28.24
5	11.54	11.16	18.13	33.23
5	11.79	11.71	17.58	31.3
5	13.13	11.98	18.19	29.75
5	11.68	11.98	18.39	30.15
5	10.07	11.16	16.34	34.76
5	11.88	11.02	18.56	33.33
5	23.05	15.09	19.4	22.53
5	22.33	16.43	17.78	19.39
5	17.2	13.34	19.09	25.6
5	12.52	10.98	14.67	28.85
5	13.47	11.79	16.33	28.73
5	12.39	12.96	16.82	30.75
5	12.4	11.74	15.87	29.53
5	11.88	11.61	16.03	25.91
5	12.36	10.47	15.72	26.26
5	12.16	12.16	15.36	26.64
5	14.38	14.34	14.42	25.03
5	13.77	12.25	15.74	26.58
5	11.45	12.61	16.32	29.4
5	13.52	12.19	15.71	28.48
5	18.85	12.88	19.07	27.45
5	17.44	15.1	20.4	23.09
5	15.88	14.92	17.64	27.45
5	21.43	17.09	15.07	22.14
5	19.9	15.09	13.8	22.96
5	17.33	16.78	15.05	23.79
5	16.33	17.36	17.39	23.31
5	15.59	17.15	15.56	22.07
5	18.91	16.86	14.34	21.35
5	16.6	18.06	15.16	23.2
5	23.86	16.13	15.81	22.65
5	14.28	15.73	18.45	25.75
5	18.27	15.97	15.87	24.89
5	17.67	16.04	15.52	25.8
5	18.18	15.25	19.43	24.41
5	17.92	17.47	15.37	22.31
5	19.79	16.13	14.58	23.31
5	22.6	14.61	16.79	25.06
5	19.12	17.62	15.8	20.42
5	16.64	16.6	16.06	24.58
5	21.1	13.41	17.42	25.65
5	20.29	14.96	16.96	24.83
5	18.54	15.5	15.68	23.81
5	21.35	15.37	14.1	26.34
5	21.01	16.29	15.97	22.89
5	17.71	16.61	16.17	21.44
5	19.53	16.54	18.15	21.92
5	18.8	15.05	17.66	22.36
5	20.44	16.66	16.13	22.47
5	17.78	15.89	17.71	23.6
5	15.93	16.15	14.47	24.17
5	21.77	17.29	16.96	21.29
5	17.1	19.26	16.71	22.83
5	17.21	17.93	17.57	23.45
5	18.05	16.15	16.12	24.85
5	14.89	15.99	18.01	25.04
5	19.12	16.56	15.69	23.97
5	22.91	17.57	17.58	20.67
5	22.3	15.0	16.7	20.78
5	14.94	17.36	16.33	22.84
5	20.6	16.96	15.87	20.87
5	12.94	16.38	14.96	25.8
5	17.19	16.39	16.59	22.72
5	20.13	14.76	16.41	25.09
5	13.47	16.62	16.24	28.15
5	18.4	16.72	17.86	21.28
5	15.04	14.29	17.53	27.23
5	19.37	16.63	15.78	25.48
5	18.34	15.93	18.77	21.87
5	14.95	14.77	16.75	28.33
5	18.1	17.24	18.6	21.98
5	16.72	15.5	17.32	26.61
5	15.78	14.9	16.63	27.31
5	19.8	17.05	17.01	21.96
5	23.75	17.32	21.11	19.1
5	22.67	18.41	15.24	21.92
5	16.68	15.54	16.21	26.72
5	16.43	16.35	14.83	25.22
5	20.24	16.81	15.33	22.33
5	17.67	16.28	17.78	23.01
5	18.12	17.7	16.56	22.77
5	18.44	16.78	15.0	22.41
5	17.95	16.57	15.93	23.71
5	17.83	17.21	15.11	23.64
5	19.06	16.97	15.45	23.66
5	16.6	15.78	15.41	24.29
5	16.22	17.8	14.53	24.99
5	13.84	15.8	18.16	26.9
5	10.56	10.35	9.99	38.45
5	18.37	14.05	21.29	24.86
5	20.58	14.44	16.52	25.96
5	21.86	14.78	15.47	23.68
5	18.39	16.04	16.98	22.39
5	18.84	14.78	18.67	24.01
5	19.92	15.21	19.27	23.05
5	20.22	13.35	15.16	27.12
5	21.9	15.26	15.81	23.97
5	21.94	14.76	15.67	22.47
5	17.95	16.26	17.11	22.27
5	21.96	15.49	16.41	19.7
5	15.49	14.38	21.46	23.51
5	20.81	14.9	17.22	22.87
5	20.92	17.28	17.23	19.7
5	15.7	17.03	17.58	22.96
5	18.73	14.5	18.76	24.35
5	19.66	15.33	16.4	23.98
5	17.23	13.51	15.62	21.9
5	17.55	15.99	17.53	21.66
5	14.51	15.91	17.78	22.53
5	17.32	16.08	17.47	22.23
5	18.07	16.15	16.89	22.97
5	16.98	15.89	17.94	23.97
5	17.46	14.57	16.35	28.38
5	19.16	15.94	17.73	22.02
5	16.0	14.6	15.05	24.1
5	14.54	16.37	15.77	23.88
5	17.7	14.13	19.86	22.46
5	15.47	14.43	19.99	25.49
5	18.09	15.56	19.78	23.26
5	18.61	13.38	21.49	26.28
5	19.3	15.98	15.78	23.67
5	12.89	10.9	11.43	30.24
5	20.57	15.78	17.33	23.57
5	20.92	17.37	15.4	23.25
5	20.75	14.34	15.57	22.45
5	18.42	14.8	14.08	20.66
5	17.95	15.55	19.4	23.37
5	17.17	16.27	16.58	23.56
5	15.16	16.2	16.08	25.09
5	18.09	15.44	17.01	22.36
5	17.98	17.08	15.67	22.15
5	13.8	11.9	13.96	20.3
5	16.88	16.46	17.28	22.09
5	13.77	16.62	18.18	24.24
5	14.71	15.73	17.46	23.64
5	22.9	13.65	17.28	22.71
5	19.58	16.75	15.58	22.43
5	17.41	14.95	18.19	25.0
5	19.96	14.59	17.77	23.33
5	17.1	14.9	15.65	26.96
5	17.5	14.23	17.86	26.07
5	15.7	15.38	18.53	24.89
5	15.0	16.41	16.55	25.1
5	17.45	14.78	17.51	24.49
5	18.39	15.35	16.73	23.36
5	18.55	15.67	18.86	21.55
5	17.21	17.89	15.99	22.94
5	15.89	15.12	17.49	25.4
5	16.93	15.45	16.95	23.14
5	17.06	16.11	15.55	23.54
5	17.43	13.62	17.86	29.79
5	17.97	11.99	19.13	28.06
5	17.89	11.76	19.24	27.97
5	15.06	10.93	19.58	31.93
5	13.39	10.82	21.61	31.69
5	16.45	14.46	16.4	27.72
5	15.67	14.14	17.53	26.76
5	16.68	15.51	20.08	24.0
5	14.73	16.1	18.45	26.96
5	16.91	13.78	19.49	27.14
5	17.68	13.26	21.94	26.13
5	20.87	14.35	20.12	23.95
5	18.92	13.28	20.86	26.17
5	17.26	13.01	21.89	25.71
5	19.04	13.39	18.84	27.68
5	16.86	14.97	20.45	26.56
5	16.68	13.5	20.67	26.04
5	18.06	14.35	18.27	25.83
5	21.19	12.18	17.03	25.93
5	16.22	16.5	17.51	21.76
5	16.06	16.33	13.98	27.79
5	18.0	14.32	14.71	27.39
5	18.2	15.47	17.13	22.26
5	17.48	14.3	23.6	22.66
5	17.71	13.23	16.8	29.52
5	19.18	12.04	20.54	24.34
5	18.17	15.5	19.94	22.55
5	17.0	12.59	20.37	27.09
5	13.58	10.97	13.04	21.09
5	21.0	16.48	20.28	21.82
5	19.71	10.84	20.47	27.1
4	12.77	11.8	21.12	28.86
4	12.0	11.08	21.16	36.08
4	16.23	11.2	21.47	30.43
4	13.18	10.32	22.53	32.14
4	11.25	8.73	20.14	40.07
4	13.22	10.78	22.91	32.14
4	13.24	12.0	18.88	37.11
4	12.07	10.47	16.89	36.06
4	14.81	14.38	24.57	28.19
4	12.6	11.27	21.11	33.44
4	12.96	11.97	13.39	28.1
4	13.05	9.38	22.6	26.54
4	19.3	11.45	26.28	23.41
4	19.51	11.92	22.1	28.17
4	25.31	13.62	20.88	21.86
4	14.31	13.9	25.11	24.93
4	12.97	10.76	18.21	34.83
4	11.15	9.72	18.6	38.98
4	13.59	10.41	24.27	28.99
4	13.43	10.4	24.81	30.81
4	17.33	11.17	26.5	26.62
4	13.51	10.55	22.75	31.18
4	18.46	11.82	26.63	24.13
4	12.08	8.66	15.99	29.16
4	13.96	10.5	16.87	24.71
4	17.46	10.74	21.76	29.11
4	10.4	9.93	15.23	22.36
4	8.81	8.47	14.59	37.19
4	12.16	13.16	25.55	20.66
4	10.44	9.01	15.14	27.46
4	16.78	10.96	23.03	27.53
4	16.43	10.06	21.64	31.63
4	15.77	12.22	17.14	31.66
4	13.1	10.64	19.53	32.79
4	16.51	11.31	19.76	28.03
4	16.66	10.61	22.99	27.76
4	16.9	11.07	19.81	25.02
4	19.99	13.24	21.41	23.07
4	17.33	14.7	21.15	24.55
4	12.3	10.45	18.22	35.08
4	12.64	10.71	18.75	33.63
4	15.95	15.14	23.45	25.33
4	16.71	14.41	24.04	25.58
4	22.46	16.29	9.45	17.91
4	17.21	15.5	21.67	23.93
4	14.29	14.56	21.96	28.75
4	26.64	16.23	17.52	20.47
4	22.78	14.25	20.85	23.2
4	15.71	14.44	25.53	26.15
4	21.01	13.04	21.18	22.58
4	29.13	17.89	12.92	15.58
4	20.5	18.14	16.96	20.13
4	19.64	17.55	18.39	21.85
4	20.62	17.42	19.4	20.15
4	20.63	16.61	19.82	23.74
4	14.92	15.93	22.1	25.96
4	26.9	15.67	13.64	20.67
4	24.18	14.94	14.79	17.15
4	19.93	13.75	20.81	20.74
4	23.1	13.57	13.56	23.39
4	15.22	14.94	24.61	26.68
4	20.92	13.65	21.03	26.34
4	22.42	12.5	20.76	27.79
4	14.71	14.45	12.48	25.33
4	17.55	17.22	14.26	27.15
4	15.41	16.11	17.29	24.53
4	21.13	18.4	14.45	22.69
4	18.98	16.59	15.15	20.82
4	11.84	14.42	17.04	29.98
4	12.19	16.64	8.81	15.17
4	7.64	9.64	6.75	36.28
4	10.45	13.17	19.17	28.99
4	23.37	15.6	14.28	17.88
4	22.2	13.7	13.5	19.25
4	15.75	13.1	21.65	27.47
4	21.53	14.04	16.85	17.46
4	16.53	13.68	24.39	25.84
4	19.69	14.21	22.8	22.63
4	27.37	14.52	19.34	21.06
4	10.83	19.04	18.29	20.1
4	13.86	13.51	25.06	28.61
4	25.77	16.25	11.56	16.49
4	25.67	16.69	16.78	19.61
4	18.65	15.15	21.96	24.04
4	17.68	12.59	23.29	22.19
4	12.59	11.31	22.49	33.8
4	9.23	7.8	22.53	38.04
4	11.97	9.39	23.49	33.0
4	14.87	11.5	21.78	22.85
4	14.21	11.12	18.64	34.35
4	17.51	12.4	28.05	23.16
4	18.13	11.77	24.21	25.01
4	14.29	10.92	22.64	28.07
4	13.3	10.77	18.55	37.07
4	11.17	13.21	20.25	25.19
4	13.57	11.97	13.06	23.54
4	22.7	14.3	15.48	19.56
4	12.26	13.07	15.45	31.68
4	7.45	15.27	5.8	15.27
4	21.88	17.33	11.23	18.52
4	20.4	16.73	13.0	17.39
4	16.54	22.0	14.61	18.19
4	16.08	18.66	14.08	20.48
4	18.1	23.73	13.21	17.76
4	15.29	17.8	14.41	21.51
4	13.79	13.55	10.93	28.42
4	16.0	13.4	23.67	24.43
4	15.82	13.2	22.34	24.49
4	14.76	11.34	18.25	30.41
4	21.05	12.36	22.63	24.55
4	18.59	12.41	24.64	23.0
4	16.26	12.88	24.08	24.95
4	15.03	11.82	17.54	30.99
4	26.79	13.49	18.46	21.1
4	24.12	11.03	14.57	23.38
4	17.28	11.91	23.38	25.17
4	16.45	13.75	21.06	26.0
4	15.43	11.85	22.74	27.79
4	16.03	15.74	18.45	26.48
4	24.37	17.74	10.22	17.2
4	20.19	11.92	17.05	20.57
4	12.98	11.81	19.23	27.02
4	11.31	12.28	17.8	28.45
4	11.66	12.21	16.65	28.69
4	10.59	11.51	20.11	29.9
4	18.28	14.01	17.82	27.5
4	14.8	13.4	15.06	23.23
4	19.78	15.39	15.9	22.67
4	17.42	14.13	12.2	25.28
4	15.42	20.48	15.24	14.39
4	15.76	22.54	14.65	15.27
4	23.01	23.85	11.15	13.65
4	24.12	23.36	10.87	14.25
4	16.97	15.82	17.44	25.16
4	17.62	15.0	16.09	25.6
4	23.31	15.53	11.89	18.22
4	21.83	13.16	14.78	17.91
4	17.14	11.88	14.62	22.03
4	10.31	13.0	16.6	25.93
4	15.61	12.63	15.99	29.11
4	14.55	12.42	10.65	23.92
4	23.43	22.0	12.36	15.39
4	16.98	22.11	14.14	15.66
4	17.71	16.61	18.59	23.62
4	12.76	14.46	18.51	27.72
4	23.97	14.91	11.27	18.06
4	16.31	12.07	16.43	22.52
4	20.86	16.08	14.2	19.61
4	13.28	12.59	17.7	27.48
4	9.98	12.77	19.3	29.35
4	17.12	14.27	17.72	23.89
4	10.84	11.49	16.1	35.26
4	19.87	25.39	10.86	14.48
4	17.14	19.11	14.07	20.54
4	10.29	12.36	18.21	29.57
4	10.81	11.61	22.28	30.79
4	14.59	15.75	15.92	25.38
4	19.63	16.17	16.62	22.6
4	12.66	13.5	16.45	29.69
4	15.88	15.85	17.94	24.48
4	16.59	15.29	17.04	26.11
4	12.61	16.14	18.49	30.06
4	13.45	10.68	11.63	26.19
4	11.79	13.53	17.16	30.14
4	21.13	16.95	15.64	20.3
4	17.21	13.14	17.88	26.26
4	10.58	16.57	9.77	20.36
4	8.29	15.1	7.58	18.56
4	14.0	13.85	13.95	24.89
4	12.37	14.07	17.74	27.11
4	12.25	14.3	12.9	22.46
4	13.65	12.96	18.01	26.71
4	11.68	11.97	18.35	32.59
4	18.0	14.68	14.35	22.06
4	12.33	12.5	18.35	28.67
4	22.03	13.71	17.24	19.82
4	19.01	16.61	15.11	23.32
4	19.26	16.17	16.46	23.36
4	16.03	11.47	11.55	24.33
4	16.35	16.15	15.73	25.99
4	12.27	9.64	8.97	35.74
4	16.1	14.16	19.75	27.52
4	19.94	12.9	21.63	24.3
4	16.4	21.92	12.73	16.7
4	20.15	12.74	15.6	27.04
4	15.99	14.26	15.3	31.45
4	15.27	11.98	9.89	29.13
4	18.09	14.25	18.65	25.71
4	15.91	12.79	12.91	21.18
4	16.69	14.19	18.6	26.96
4	14.28	16.58	14.88	26.0
4	15.06	12.93	12.98	26.76
4	16.3	15.54	14.51	24.66
4	18.64	15.66	15.81	21.92
4	17.05	15.43	16.0	25.57
4	11.56	11.61	11.62	41.42
4	11.79	11.21	12.78	23.76
4	15.88	12.6	12.85	25.34
4	13.95	11.86	14.17	28.99
4	13.82	12.51	18.72	31.74
4	16.04	15.87	13.87	20.11
4	14.3	11.3	13.74	25.55
4	15.53	13.82	17.45	24.43
4	9.29	11.27	18.89	30.88
4	12.21	13.49	17.25	31.77
4	16.65	12.01	13.68	24.17
4	11.78	11.23	11.26	26.75
4	14.02	11.45	12.93	33.56
4	14.3	15.67	17.33	24.56
4	16.74	15.46	16.31	25.98
4	19.37	14.4	18.96	26.4
4	16.27	13.19	18.17	29.28
4	19.44	16.17	16.52	25.58
4	20.18	15.39	14.82	25.12
4	18.16	15.18	15.77	22.74
4	14.2	11.67	10.29	28.48
4	16.84	13.94	10.17	23.1
4	14.01	14.57	13.68	22.01
4	16.61	15.73	17.84	24.46
4	17.93	13.9	15.23	20.33
4	17.36	14.67	15.97	20.38
4	11.73	14.09	16.43	29.47
4	16.38	20.44	15.13	19.31
4	17.46	20.3	14.05	19.24
4	16.83	18.09	14.65	24.04
4	13.88	20.07	16.6	22.73
4	15.08	15.8	17.15	27.2
4	17.27	14.48	15.83	21.33
4	13.76	13.53	15.52	25.9
4	23.72	15.99	15.0	19.27
4	18.43	13.38	15.82	27.0
4	17.06	14.77	14.78	16.26
4	13.77	16.73	17.93	26.37
4	12.47	11.15	11.87	31.09
4	18.09	14.72	20.4	22.92
4	14.34	14.52	16.8	21.52
4	14.61	15.64	20.9	29.6
4	18.33	15.24	22.03	23.59
4	20.96	14.54	18.49	25.69
4	20.6	15.93	15.49	23.86
4	24.07	16.93	11.74	20.14
4	20.51	17.94	18.12	24.85
4	22.1	14.85	17.55	21.13
4	25.19	14.03	17.62	24.43
4	16.78	13.73	19.39	27.1
4	21.99	17.01	18.76	22.4
4	22.44	12.92	18.1	21.04
4	23.34	21.72	10.04	17.14
4	14.7	13.33	10.17	16.53
4	26.25	16.01	16.44	17.02
4	22.41	15.83	16.1	21.57
4	24.96	15.81	14.64	20.06
4	15.64	11.03	25.54	26.84
4	22.49	12.02	21.07	23.8
4	12.71	10.19	23.69	30.29
4	10.31	10.43	23.97	33.98
4	9.7	10.68	21.68	36.54
4	10.52	10.84	21.02	36.88
4	9.53	9.0	23.0	39.32
4	9.55	9.42	23.3	40.44
4	13.44	12.37	20.57	31.2
4	13.61	12.39	23.86	30.85
4	11.94	12.07	24.55	32.16
4	12.28	11.94	21.58	32.57
4	11.4	11.75	22.52	35.4
4	10.41	11.74	19.08	40.65
4	12.95	11.44	20.28	33.36
4	10.75	12.98	18.49	38.14
4	12.44	15.22	17.95	31.77
4	17.46	10.78	14.42	30.23
4	14.08	14.46	18.22	31.46
4	12.64	16.5	14.79	23.7
4	12.13	13.11	18.77	36.69
4	10.68	13.29	16.31	39.65
4	14.64	13.26	16.18	33.49
4	13.08	10.99	20.03	32.88
4	10.19	11.25	15.8	44.24
4	12.64	12.07	19.03	34.5
4	7.51	14.55	5.54	21.44
4	18.15	13.17	17.76	30.31
4	17.44	15.3	14.89	22.96
4	12.57	11.9	17.94	36.13
4	10.64	15.32	10.06	16.6
4	14.94	11.56	18.66	32.98
4	12.99	10.19	18.17	35.6
4	12.28	11.28	20.83	30.89
4	10.58	10.94	9.79	23.76
4	12.78	10.63	20.32	33.48
4	12.3	12.14	20.92	34.69
4	11.44	16.53	7.4	15.84
4	11.33	10.75	17.73	36.68
4	12.01	18.6	7.18	13.94
4	17.97	14.6	16.29	28.37
4	18.37	13.91	18.09	28.68
4	13.62	15.56	17.49	31.29
4	12.67	11.57	16.83	36.68
4	10.14	15.2	12.51	19.2
4	13.31	11.2	21.96	34.62
4	12.44	15.33	11.45	17.14
4	13.0	10.25	24.98	33.14
4	21.28	16.69	12.1	18.28
4	12.26	17.38	6.23	14.58
4	21.46	13.39	18.4	24.11
4	23.94	12.61	20.02	22.38
4	31.07	15.17	17.47	17.79
4	21.52	12.94	20.37	22.62
4	25.48	12.33	19.29	21.51
4	21.24	11.11	19.77	27.78
4	22.51	12.47	21.31	23.59
4	13.99	11.5	20.87	30.53
4	10.71	10.46	19.83	39.59
4	20.54	13.35	17.24	28.61
4	12.22	11.63	20.68	34.18
4	11.42	12.56	17.2	37.75
4	7.19	12.17	6.47	22.77
4	28.51	17.2	15.7	19.7
4	28.1	14.83	16.97	19.45
4	14.58	12.24	23.12	29.74
4	30.89	18.44	14.15	17.11
